plot_id,sample_id,lon,lat,flagged,analyses,email,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,pl_plotid,Degré de confiance,Occupation période 1990-2000,terres forestières niveau 1 (90-00),forêt naturelle niveau 2 (90-00),FN hydromorphe niveau 3 (90-00),Année de changement (90-00),Année de changement (90-00) (1),Année de changement (90-00) (2),Année de changement (90-00) (3),Année de changement (90-00) (5),Occupation du sol 2020,terres forestières niveau 1 (2020),forêt naturelle niveau 2 (2020),FN hydromorphe niveau 3 (2020),Occupation période 2000-2010,terres forestières niveau 1 (00-10),forêt naturelle niveau 2 (00-10),Année de changement (00-10),FN hydromorphe niveau 3 (00-10),Année de changement (00-10) (1),Année de changement (00-10) (2),Année de changement (00-10) (3),Année de changement (00-10) (5),Occupation période 2010-2020,terres forestières niveau 1 (10-20),forêt naturelle niveau 2 (10-20),FN hydromorphe niveau 3 (10-20),Année de changement (10-20),Année de changement (10-20) (1),Année de changement (10-20) (2),Année de changement (10-20) (3),Année de changement (10-20) (5),Y a-t-il une dégradation dans le temps?,Type de dégradation,Année de dégradation,établissements niveau 1,année avec image,occupation du sol ,terres forestières niveau 1 (1),forêt naturelle niveau 2 (1),FN hydromorphe niveau 3 (1),établissements niveau 1 (1),établissement niveau 1 (90-00),Année de changemet (90-00),établissements niveau 1 (00-10),Année de changement (00-10) (5),établissements niveau 1 (10-20),Année de changement (10-20) (5),Y a-t-il une conversion dans le temps?,Période(s) de la/les conversions,Une des conversions dues au feu?
139214090,540386949,11.1803987,-3.9254591,false,1,destin.lokegna@gmail.com,2021-03-09 08:46,2773.9 secs,Sentinel 2,,POINT(11.1803987 -3.9254591),456,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139214091,540386950,11.8261206,-3.200641,false,1,destin.lokegna@gmail.com,2021-03-09 16:09,203.0 secs,Sentinel 2,,POINT(11.8261206 -3.200641),4810,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139214092,540386951,12.076059,-2.549468,false,1,destin.lokegna@gmail.com,2021-03-10 11:54,-20.1 secs,Mapbox Satellite,,POINT(12.076059 -2.549468),6493,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139214093,540386952,12.2949629,-3.6327724,false,1,destin.lokegna@gmail.com,2021-03-10 13:03,-85.7 secs,Mapbox Satellite w/ Labels,,POINT(12.2949629 -3.6327724),7981,Elevé,pas de changements,,,,,,,,,prairies / savanes,,,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139214094,540386953,12.542848,-2.4760223,false,0,,,,,,POINT(12.542848 -2.4760223),9650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214095,540386954,12.7578934,-2.330984,false,0,,,,,,POINT(12.7578934 -2.330984),11104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214096,540386955,12.9790757,-3.8827096,false,0,,,,,,POINT(12.9790757 -3.8827096),12605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214097,540386956,13.2246641,-2.4018318,false,0,,,,,,POINT(13.2246641 -2.4018318),14265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214098,540386957,13.4024934,1.8563722,false,0,,,,,,POINT(13.4024934 1.8563722),15362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214099,540386958,13.5559566,-4.2405176,false,0,,,,,,POINT(13.5559566 -4.2405176),16503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214100,540386959,13.7306747,-3.3378482,false,0,,,,,,POINT(13.7306747 -3.3378482),17693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214101,540386960,13.9136171,-3.9859348,false,0,,,,,,POINT(13.9136171 -3.9859348),18926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214102,540386961,14.0871742,-2.8674651,false,0,,,,,,POINT(14.0871742 -2.8674651),20110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214103,540386962,14.2340464,-3.551504,false,0,,,,,,POINT(14.2340464 -3.551504),21101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214104,540386963,14.3672166,-0.1279362,false,0,,,,,,POINT(14.3672166 -0.1279362),21978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214105,540386964,14.4747258,0.4484557,false,0,,,,,,POINT(14.4747258 0.4484557),22691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214106,540386965,14.5479144,-1.460585,false,0,,,,,,POINT(14.5479144 -1.460585),23230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214107,540386966,14.625214,-2.9729701,false,0,,,,,,POINT(14.625214 -2.9729701),23758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214108,540386967,14.7069084,-4.5209205,false,0,,,,,,POINT(14.7069084 -4.5209205),24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214109,540386968,14.7969384,0.7002258,false,0,,,,,,POINT(14.7969384 0.7002258),24871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214110,540386969,14.869104,-1.0997787,false,0,,,,,,POINT(14.869104 -1.0997787),25407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214111,540386970,14.9495586,-3.3311873,false,0,,,,,,POINT(14.9495586 -3.3311873),25955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214112,540386971,15.0474378,0.8438522,false,0,,,,,,POINT(15.0474378 0.8438522),26568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214113,540386972,15.1212254,-1.7829169,false,0,,,,,,POINT(15.1212254 -1.7829169),27127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139214114,540386973,15.2288501,1.886815,false,0,,,,,,POINT(15.2288501 1.886815),27754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
