plot_id,sample_id,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,pl_plotid,Degré de confiance,Occupation période 1990-2000,terres forestières niveau 1 (90-00),forêt naturelle niveau 2 (90-00),FN hydromorphe niveau 3 (90-00),Année de changement (90-00),Année de changement (90-00) (1),Année de changement (90-00) (2),Année de changement (90-00) (3),Année de changement (90-00) (5),Occupation du sol 2020,terres forestières niveau 1 (2020),forêt naturelle niveau 2 (2020),FN hydromorphe niveau 3 (2020),Occupation période 2000-2010,terres forestières niveau 1 (00-10),forêt naturelle niveau 2 (00-10),Année de changement (00-10),FN hydromorphe niveau 3 (00-10),Année de changement (00-10) (1),Année de changement (00-10) (2),Année de changement (00-10) (3),Année de changement (00-10) (5),Occupation période 2010-2020,terres forestières niveau 1 (10-20),forêt naturelle niveau 2 (10-20),FN hydromorphe niveau 3 (10-20),Année de changement (10-20),Année de changement (10-20) (1),Année de changement (10-20) (2),Année de changement (10-20) (3),Année de changement (10-20) (5),Y a-t-il une dégradation dans le temps?,Type de dégradation,Année de dégradation,établissements niveau 1,année avec image,occupation du sol ,terres forestières niveau 1 (1),forêt naturelle niveau 2 (1),FN hydromorphe niveau 3 (1),établissements niveau 1 (1),établissement niveau 1 (90-00),Année de changemet (90-00),établissements niveau 1 (00-10),Année de changement (00-10) (5),établissements niveau 1 (10-20),Année de changement (10-20) (5),Y a-t-il une conversion dans le temps?,Période(s) de la/les conversions,Une des conversions dues au feu?
139218734,540392475,11.3238268,-3.7081236,stephbikounda@gmail.com,false,2021-03-18 11:46,161.7 secs,,,POINT(11.3238268 -3.7081236),1422,Faible,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Oui,Autre,2005,,,,,,,,,,,,,,Non,,
139218735,540392476,11.8602219,-2.4415386,stephbikounda@gmail.com,false,2021-03-19 11:04,1709.6 secs,,,POINT(11.8602219 -2.4415386),5032,Faible,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218736,540392477,12.0793094,-3.6696725,stephbikounda@gmail.com,false,2021-03-11 10:14,-38.6 secs,Planet NICFI Public,,POINT(12.0793094 -3.6696725),6524,Elevé,pas de changements,,,,,,,,,prairies / savanes,,,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218737,540392478,12.2996617,-4.7527093,stephbikounda@gmail.com,false,2021-03-26 11:08,-70.9 secs,Mapbox Satellite,,POINT(12.2996617 -4.7527093),8012,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218738,540392479,12.5465021,-3.5956968,stephbikounda@gmail.com,false,2021-03-29 11:05,-24.8 secs,Planet NICFI Public,,POINT(12.5465021 -3.5956968),9681,Elevé,pas de changements,,,,,,,,,prairies / savanes,,,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218739,540392480,12.7615833,-3.4503914,stephbikounda@gmail.com,false,2021-03-29 14:04,9.7 secs,Planet NICFI Public,,POINT(12.7615833 -3.4503914),11135,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218740,540392481,13.0102491,-2.6912801,stephbikounda@gmail.com,false,2021-03-29 14:53,71.2 secs,Mapbox Satellite,,POINT(13.0102491 -2.6912801),12815,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218741,540392482,13.2289129,-3.5205968,stephbikounda@gmail.com,false,2021-03-30 12:19,247.0 secs,Planet NICFI Public,,POINT(13.2289129 -3.5205968),14296,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Oui,Bâti,2007,,,,,,,,,,,,,,Non,,
139218742,540392483,13.4061182,-2.9785548,stephbikounda@gmail.com,false,2021-04-01 10:53,124.5 secs,Mapbox Satellite,,POINT(13.4061182 -2.9785548),15496,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218743,540392484,13.5811589,1.6034056,stephbikounda@gmail.com,false,2021-04-01 11:59,96.4 secs,Mapbox Satellite,,POINT(13.5811589 1.6034056),16584,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218744,540392485,13.7374057,-4.5279359,stephbikounda@gmail.com,false,2021-04-02 10:41,-50.2 secs,Mapbox Satellite,,POINT(13.7374057 -4.5279359),17726,Elevé,pas de changements,,,,,,,,,prairies / savanes,,,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218745,540392486,13.9394336,1.5665117,stephbikounda@gmail.com,false,2021-04-02 11:51,-31.1 secs,Bing maps,,POINT(13.9394336 1.5665117),19015,Elevé,pas de changements,,,,,,,,,prairies / savanes,,,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218746,540392487,14.0930937,-3.984838,stephbikounda@gmail.com,false,2021-04-02 12:26,-78.1 secs,Mapbox Satellite,,POINT(14.0930937 -3.984838),20141,Elevé,pas de changements,,,,,,,,,prairies / savanes,,,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218747,540392488,14.262681,1.8900387,stephbikounda@gmail.com,false,2021-04-06 10:58,-58.0 secs,Planet NICFI Public,,POINT(14.262681 1.8900387),21193,Elevé,pas de changements,,,,,,,,,terres forestières,forêt naturelle,forêt naturelle sur terre ferme,,pas de changements,,,,,,,,,pas de changements,,,,,,,,,Non,,,,,,,,,,,,,,,,Non,,
139218748,540392489,14.3730846,-2.6860036,,,,,,,POINT(14.3730846 -2.6860036),22049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218749,540392490,14.475107,-0.8123508,,,,,,,POINT(14.475107 -0.8123508),22726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218750,540392491,14.5517136,-2.5771437,,,,,,,POINT(14.5517136 -2.5771437),23261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218751,540392492,14.6319588,-4.0893492,,,,,,,POINT(14.6319588 -4.0893492),23789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218752,540392493,14.7266447,1.3844541,,,,,,,POINT(14.7266447 1.3844541),24366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218753,540392494,14.7966591,-0.4158655,,,,,,,POINT(14.7966591 -0.4158655),24902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218754,540392495,14.872403,-2.2157125,,,,,,,POINT(14.872403 -2.2157125),25438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218755,540392496,14.9574165,-4.4469113,,,,,,,POINT(14.9574165 -4.4469113),25986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139218756,540392497,15.0468517,-0.2717297,,,,,,,POINT(15.0468517 -0.2717297),26599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
